bucket_id,name,created_at
oracle-images,labirinto/porta_15_1768433892284.png,2026-01-14 23:38:13.518617+00
content-images,labirinto/porta-13-invisibilidade.jpg,2026-02-11 19:56:39.440162+00
oracle-images,labirinto/porta_16_1768433909026.png,2026-01-14 23:38:30.516167+00
audios,uploads/1769388028595.ogg,2026-01-26 00:39:09.049354+00
oracle-images,labirinto/porta_18_1768433936379.png,2026-01-14 23:38:57.679136+00
oracle-images,labirinto/porta_19_1768433950410.png,2026-01-14 23:39:11.587883+00
audios,uploads/1769388072431.ogg,2026-01-26 00:39:52.712108+00
oracle-images,labirinto/porta_22_1768433999621.png,2026-01-14 23:40:00.832296+00
oracle-images,labirinto/porta_25_1768434049064.png,2026-01-14 23:40:50.345649+00
oracle-images,labirinto/porta_30_1768434125041.png,2026-01-14 23:42:06.33956+00
oracle-images,labirinto/porta_32_1768434160332.png,2026-01-14 23:42:41.544506+00
oracle-images,labirinto/porta_33_1768434175493.png,2026-01-14 23:42:57.063311+00
content-images,labirinto/porta-14-autocontencao.jpg,2026-02-11 19:56:59.446808+00
content-images,cursos/1768654169749-8xu2qg.jpg,2026-01-17 12:48:45.979556+00
content-images,quiz/1769085234717-h9imt.png,2026-01-22 12:33:15.235447+00
content-images,cursos/1768942494484-enwqkzi.png,2026-01-20 20:54:14.279418+00
content-images,cursos/1769015216203-rfeab7.png,2026-01-21 17:06:15.481261+00
content-images,quiz-resultados/1769085513993-que53.png,2026-01-22 12:37:54.65509+00
content-images,cursos/1769016564057-k2m4zd.png,2026-01-21 17:28:43.394306+00
content-images,cursos/1769018656014-jswec7.png,2026-01-21 18:03:35.441914+00
audios,uploads/1769375643078.ogg,2026-01-25 21:12:43.712561+00
content-images,cursos/1769019000912-y7yvq.png,2026-01-21 18:09:20.153858+00
audios,uploads/1769032897063.mp3,2026-01-21 22:00:57.196754+00
content-images,cursos/1769035879506-p74gcq.jpg,2026-01-21 22:50:39.109611+00
audios,uploads/1769037954710.mp3,2026-01-21 23:26:50.511442+00
content-images,galeria/1769039287669-wkugxg.jpg,2026-01-21 23:47:27.308641+00
oracle-images,oracle-cards/1769039675609-bwb4xm.png,2026-01-21 23:53:57.278678+00
content-images,oraculos/1769040409198-kke3id.png,2026-01-22 00:06:11.258231+00
content-images,galeria/1769085588456-l5afvh.png,2026-01-22 12:39:09.110239+00
content-images,oraculos/1769040482864-h2o3v.jpg,2026-01-22 00:07:22.572086+00
audios,uploads/1770928367246.mp3,2026-02-12 20:30:53.784671+00
oracle-images,oracle-cards/1769040523333-23fot.jpg,2026-01-22 00:08:04.083774+00
audios,uploads/1769387803653.ogg,2026-01-26 00:35:24.123932+00
content-images,galeria/1769040689435-gouxl.png,2026-01-22 00:10:50.537394+00
content-images,vitrine/1771359039050-08pr8.png,2026-02-17 20:08:36.836237+00
content-images,galeria/1769040739723-0ljjiu.jpg,2026-01-22 00:11:40.424432+00
audios,uploads/1769387856773.ogg,2026-01-26 00:36:16.878082+00
content-images,galeria/1769040774838-r4lma.jpg,2026-01-22 00:12:14.339409+00
content-images,galeria/1769040810823-5highl.png,2026-01-22 00:12:51.296222+00
audios,uploads/1769387921829.ogg,2026-01-26 00:37:21.496255+00
audios,uploads/1769387972093.ogg,2026-01-26 00:38:12.441766+00
audios,uploads/1769388130775.ogg,2026-01-26 00:40:51.127598+00
oracle-images,arquetipo-07-visionaria.jpg,2026-05-06 19:14:16.969164+00
audios,uploads/1769388210069.ogg,2026-01-26 00:42:10.292652+00
content-images,banner/hero-banner-1771160070963.mp4,2026-02-15 12:52:28.180821+00
content-images,vitrine/1771359452130-47e4he.png,2026-02-17 20:15:28.216535+00
oracle-images,labirinto/porta_6_1771370869542.png,2026-02-17 23:27:50.821615+00
oracle-images,arquetipo-08-criadora.jpg,2026-05-06 19:14:18.322458+00
oracle-images,labirinto/porta_8_1771370898993.png,2026-02-17 23:28:20.255832+00
audios,clube-livro/escutas/1771549858351-zzbdil.m4a,2026-02-20 01:09:02.268231+00
audios,clube-livro/escutas/1771549900606-42ga9j.m4a,2026-02-20 01:09:45.253045+00
audios,clube-livro/escutas/1771550033302-3a35nu.m4a,2026-02-20 01:11:58.148075+00
audios,clube-livro/escutas/1771550197629-wt18ka.m4a,2026-02-20 01:14:42.642171+00
audios,clube-livro/escutas/1771550507643-ur8p0c.m4a,2026-02-20 01:19:52.514314+00
audios,uploads/1771607764088.mp3,2026-02-20 17:14:02.158944+00
audios,uploads/1769449016414.ogg,2026-01-26 17:35:37.098133+00
oracle-images,arquetipo-09-ancia.jpg,2026-05-06 19:14:19.81624+00
audios,uploads/1769449123883-lhs825.ogg,2026-01-26 17:37:24.728591+00
content-images,banner/hero-banner-1771162151445.mp4,2026-02-15 13:27:08.037136+00
audios,uploads/1769449183058-u8sjxf.ogg,2026-01-26 17:38:23.442342+00
audios,uploads/1769449202139-tj3zck.ogg,2026-01-26 17:38:42.55602+00
content-images,banner/hero-banner-1771162221967.mp4,2026-02-15 13:28:18.603107+00
audios,uploads/1769449225321-vkwvxr.ogg,2026-01-26 17:39:05.63596+00
audios,uploads/1769449242040-wkyv.ogg,2026-01-26 17:39:22.50113+00
content-images,vitrine/1771362323740-x9j7qf.png,2026-02-17 21:03:20.196339+00
audios,uploads/1769449258101-u17e6f.ogg,2026-01-26 17:39:38.429237+00
audios,uploads/1769449276228-426tfof.ogg,2026-01-26 17:39:56.113162+00
audios,uploads/1769449302095-0rqxhl.ogg,2026-01-26 17:40:21.842718+00
content-images,galeria/1769532336325-14p8ds.jpg,2026-01-27 16:44:16.494386+00
content-images,galeria/1769532360261-cgm0ulx.jpg,2026-01-27 16:44:40.18105+00
oracle-images,arquetipo-10-donzela.jpg,2026-05-06 19:14:21.027738+00
content-images,radiestesia/1769534332151-yq5s5.jpg,2026-01-27 17:17:32.752285+00
audios,ambient/ambient-audio-1771163430778.mp3,2026-02-15 13:48:25.847562+00
content-images,radiestesia/1769534435852-tdjlf8.jpg,2026-01-27 17:19:16.616747+00
content-images,radiestesia/1769534686335-8lku1c.jpg,2026-01-27 17:23:26.659096+00
content-images,vitrine/1771362372846-1zf5qm.png,2026-02-17 21:04:09.239763+00
content-images,radiestesia/1769621552467-xlj3wc.jpg,2026-01-28 17:31:13.568625+00
oracle-images,arquetipo-11-sacerdotisa.jpg,2026-05-06 19:14:26.584604+00
content-images,radiestesia/1769621626632-sqzkrr.jpg,2026-01-28 17:32:27.76702+00
content-images,vitrine/1771362489550-62i5ds.png,2026-02-17 21:06:05.711776+00
content-images,radiestesia/1769621674684-vqbl4q.jpg,2026-01-28 17:33:15.532678+00
content-images,radiestesia/1769621704057-8ekk8.jpg,2026-01-28 17:33:44.902361+00
content-images,radiestesia/1769621776261-hq5soq.jpg,2026-01-28 17:34:57.485495+00
content-images,radiestesia/1769621797673-caozhr.jpg,2026-01-28 17:35:18.733876+00
content-images,radiestesia/1769621857720-q019hq.jpg,2026-01-28 17:36:18.869793+00
content-images,radiestesia/1769621967527-btuxbu.jpg,2026-01-28 17:38:08.818102+00
content-images,galeria/1771163792663-1c8lho.png,2026-02-15 13:54:28.513584+00
content-images,radiestesia/1769622038060-cz0qw.jpg,2026-01-28 17:39:19.058114+00
oracle-images,arquetipo-12-rainha.jpg,2026-05-06 19:14:27.5074+00
content-images,radiestesia/1769622104583-ye7gmx.jpg,2026-01-28 17:40:25.273258+00
content-images,vitrine/1771363175491-jp1zil.png,2026-02-17 21:17:31.686341+00
content-images,radiestesia/1769622234904-3twta8.jpg,2026-01-28 17:42:35.889815+00
content-images,radiestesia/1769622296034-c53gme.jpg,2026-01-28 17:43:37.659958+00
content-images,vitrine/1771363293883-ggwka6.png,2026-02-17 21:19:30.393872+00
content-images,radiestesia/1769622380453-q8500p.jpg,2026-01-28 17:45:02.12791+00
content-images,galeria/1771545298134-1eurws.jpg,2026-02-19 23:52:56.650625+00
content-images,radiestesia/1769622742485-2a9t46.jpg,2026-01-28 17:51:03.941521+00
audios,uploads/1771607694238.ogg,2026-02-20 17:12:51.784606+00
content-images,radiestesia/1769622809741-ebj3ut.jpg,2026-01-28 17:52:10.586689+00
content-images,radiestesia/1769622902700-ijrcli.jpg,2026-01-28 17:53:43.547904+00
content-images,radiestesia/1769622455662-s3i5dl.jpg,2026-01-28 17:46:16.621532+00
content-images,vitrine/1771349483683-szxns.mp4,2026-02-17 17:29:21.099564+00
content-images,radiestesia/1769622925960-yoi5hh.jpg,2026-01-28 17:54:06.922105+00
oracle-images,arquetipo-13-tecela.jpg,2026-05-06 19:14:28.921109+00
content-images,radiestesia/1769623070624-ok1nu.jpg,2026-01-28 17:56:31.609262+00
oracle-images,labirinto/porta_1_1771370802920.png,2026-02-17 23:26:44.149449+00
content-images,oracle-cards/1769692563439-skfd36.jpg,2026-01-29 13:14:37.244364+00
content-images,oracle-cards/1769692702160-6kb3f.jpg,2026-01-29 13:16:55.830185+00
oracle-images,labirinto/porta_4_1771370837900.png,2026-02-17 23:27:19.241185+00
content-images,oracle-cards/1769692740434-3nb4xg.png,2026-01-29 13:17:33.556297+00
content-images,cursos/1769722620744-ejs2fg.png,2026-01-29 21:35:34.631318+00
content-images,cursos/1769722775285-mlqhf8.png,2026-01-29 21:38:12.216581+00
content-images,labirinto/1769814995895-a14qbt.png,2026-01-30 23:15:10.39128+00
content-images,labirinto/1769815100768-3gbjwt.png,2026-01-30 23:16:54.255875+00
content-images,labirinto/1769815147591-7i7nkl.png,2026-01-30 23:17:42.12399+00
oracle-images,arquetipo-14-sombria.jpg,2026-05-06 19:14:29.917782+00
content-images,labirinto/1769815220975-h087di.png,2026-01-30 23:18:55.457345+00
content-images,vitrine/1771353979723-jzl4e8.png,2026-02-17 18:44:15.741221+00
content-images,labirinto/1769815281149-ozmha.png,2026-01-30 23:19:55.5746+00
content-images,labirinto/1769815510862-ljzc3l.png,2026-01-30 23:23:44.186763+00
content-images,vitrine/1771354161784-xiscv.png,2026-02-17 18:47:18.825857+00
content-images,labirinto/1769817154397-4zha8w.png,2026-01-30 23:51:09.556892+00
oracle-images,cenario-01-espelho-partido.jpg,2026-05-06 19:14:31.122241+00
content-images,vitrine/1771354558181-hyoagd.png,2026-02-17 18:53:54.549137+00
content-images,labirinto/1769817891039-pjqt4s.png,2026-01-31 00:03:25.71409+00
content-images,labirinto/1769817814149-l9ejx7.png,2026-01-31 00:03:33.663388+00
content-images,labirinto/1769818708979-tetqhe.png,2026-01-31 00:17:03.77296+00
content-images,labirinto/1769818760088-xfahc7.png,2026-01-31 00:17:53.462709+00
content-images,labirinto/1769818803475-5ac1hw.png,2026-01-31 00:18:38.108682+00
content-images,cursos/1769950414264-e47pnh.png,2026-02-01 12:52:00.507674+00
content-images,cursos/1769951571253-0jiftg.png,2026-02-01 13:11:17.84258+00
content-images,vitrine/1771354065653-c6t9e.png,2026-02-17 18:46:52.348594+00
oracle-images,labirinto/porta_3_1771370822213.png,2026-02-17 23:27:02.59616+00
oracle-images,cenario-02-floresta-cega.jpg,2026-05-06 19:14:32.140417+00
oracle-images,labirinto/porta_5_1771370856900.png,2026-02-17 23:27:38.208795+00
oracle-images,labirinto/porta_7_1771370883049.png,2026-02-17 23:28:04.304754+00
audios,clube-livro/escutas/1771548933990-tm4t7l.m4a,2026-02-20 00:53:41.571708+00
oracle-images,cenario-03-poco-encantado.jpg,2026-05-06 19:14:33.333129+00
audios,clube-livro/escutas/1771549401490-xh5999.m4a,2026-02-20 01:01:35.840507+00
audios,clube-livro/escutas/1771549626324-omx2oa.m4a,2026-02-20 01:05:21.979796+00
oracle-images,cenario-04-porta-sem-macaneta.jpg,2026-05-06 19:14:34.54312+00
audios,clube-livro/escutas/1771549814163-wazt4o.m4a,2026-02-20 01:08:18.577308+00
audios,clube-livro/escutas/1771550064079-veind.ogg,2026-02-20 01:12:20.669515+00
audios,clube-livro/escutas/1771550825801-lqbv0a.m4a,2026-02-20 01:25:12.27884+00
audios,clube-livro/escutas/1771551139769-dtkcr.m4a,2026-02-20 01:30:40.811808+00
oracle-images,cenario-05-fio-ancestral.jpg,2026-05-06 19:14:35.868202+00
audios,clube-livro/escutas/1771551210808-7dqwdo.m4a,2026-02-20 01:31:47.913627+00
audios,clube-livro/escutas/1771551333295-l6bv8l.m4a,2026-02-20 01:33:37.481568+00
oracle-images,cenario-06-torre-vazia.jpg,2026-05-06 19:14:36.840935+00
audios,clube-livro/escutas/1771551483553-wkd9ae.m4a,2026-02-20 01:36:06.909643+00
oracle-images,cenario-07-rio-subterraneo.jpg,2026-05-06 19:14:43.216047+00
oracle-images,cenario-08-caverna-memoria.jpg,2026-05-06 19:14:44.430083+00
oracle-images,cenario-09-jardim-abandonado.jpg,2026-05-06 19:14:45.629208+00
oracle-images,cenario-10-ponte-suspensa.jpg,2026-05-06 19:14:46.712748+00
oracle-images,cenario-11-ninho-vazio.jpg,2026-05-06 19:14:47.791216+00
audios,uploads/1771607799699.mp3,2026-02-20 17:14:37.64423+00
oracle-images,cenario-12-janela-embacada.jpg,2026-05-06 19:14:49.053756+00
oracle-images,cenario-13-tear-silencioso.jpg,2026-05-06 19:14:50.462096+00
oracle-images,cenario-14-limiar-lua.jpg,2026-05-06 19:14:52.070138+00
oracle-images,fase-1-chamado-silenciado.jpg,2026-05-06 19:14:53.126302+00
oracle-images,fase-2-descida.jpg,2026-05-06 19:14:54.202105+00
oracle-images,fase-3-fragmentacao.jpg,2026-05-06 19:14:59.659181+00
oracle-images,fase-4-morte-simbolica.jpg,2026-05-06 19:15:00.881888+00
oracle-images,fase-5-travessia.jpg,2026-05-06 19:15:02.063254+00
oracle-images,fase-6-reintegracao.jpg,2026-05-06 19:15:03.668134+00
oracle-images,fase-7-retorno-sabedoria.jpg,2026-05-06 19:15:05.119879+00
oracle-images,porta-11-censura-interna.jpg,2026-05-06 19:15:06.155685+00
content-images,galeria/1771711481790-88jz0n.jpg,2026-02-21 22:02:40.273999+00
content-images,galeria/1771711532191-37dxa.jpg,2026-02-21 22:03:30.234433+00
oracle-images,porta-12-obediencia.jpg,2026-05-06 19:15:07.159075+00
content-images,galeria/1771711556846-ve5ya.jpg,2026-02-21 22:03:54.793314+00
content-images,galeria/1771711590954-ypqjz.jpg,2026-02-21 22:04:29.12483+00
oracle-images,porta-13-invisibilidade.jpg,2026-05-06 19:15:08.097124+00
content-images,galeria/1771711618043-cece0i.jpg,2026-02-21 22:04:56.050645+00
content-images,galeria/1771711636252-49v1go.jpg,2026-02-21 22:05:14.139495+00
oracle-images,porta-14-autocontencao.jpg,2026-05-06 19:15:09.034949+00
content-images,galeria/1771711800932-o52ege.webp,2026-02-21 22:07:58.944798+00
content-images,casa-tecelas-new.png,2026-05-06 19:15:56.340365+00
content-images,galeria/1771890319428-0wgnal.png,2026-02-23 23:43:20.792719+00
audios,studio/dc1a5515-7f57-469a-b96a-f73d804e3af1/public_1772303926312.mp3,2026-02-28 18:38:48.039885+00
content-images,infograficos/77ed7e76-1019-4f8d-9dd5-c6ae14b00433_1772472260155.png,2026-03-02 17:24:21.72807+00
content-images,infograficos/5cbdadee-21f0-473d-84cd-dd7ad35972bc_1772475041843.png,2026-03-02 18:10:43.401318+00
content-images,infograficos/b04cf7d1-3f50-4174-8bd7-adc6d39b040c_1772475801947.png,2026-03-02 18:23:23.463463+00
content-images,porta-01-o-chamado.png,2026-05-06 19:15:15.22837+00
content-images,infograficos/b04cf7d1-3f50-4174-8bd7-adc6d39b040c_1772476465530.png,2026-03-02 18:34:27.220769+00
content-images,infograficos/5cbdadee-21f0-473d-84cd-dd7ad35972bc_1772476768791.png,2026-03-02 18:39:30.446326+00
content-images,porta-02-a-ruptura.png,2026-05-06 19:15:16.744532+00
content-images,infograficos/77ed7e76-1019-4f8d-9dd5-c6ae14b00433_1772477411914.png,2026-03-02 18:50:14.447521+00
content-images,infograficos/77ed7e76-1019-4f8d-9dd5-c6ae14b00433_1772477445805.png,2026-03-02 18:50:47.049891+00
content-images,porta-03-a-descida.png,2026-05-06 19:15:18.287669+00
content-images,infograficos/77ed7e76-1019-4f8d-9dd5-c6ae14b00433_1772479553101.png,2026-03-02 19:25:54.771146+00
content-images,vitrine/1775493815764-vyhyy.png,2026-04-06 16:43:02.09477+00
content-images,porta-04-o-labirinto.png,2026-05-06 19:15:19.839178+00
content-images,porta-05-o-osso.png,2026-05-06 19:15:21.033963+00
audios,clube-semana/podcast_1775679756026.mp3,2026-04-08 20:22:37.29884+00
content-images,porta-06-a-memoria.png,2026-05-06 19:15:22.519715+00
audios,clube-livro/escutas/1777202084146-4ydnof.m4a,2026-04-26 11:14:49.722877+00
content-images,rotas/1777813591671-cfvlcf.jpg,2026-05-03 13:06:33.833473+00
content-images,porta-07-a-ferida.png,2026-05-06 19:15:23.773756+00
audios,clube-livro/podcasts/1778003579840-fkadla.ogg,2026-05-05 17:53:02.69742+00
audios,clube-livro/podcasts/1778003790223-b6hwld.ogg,2026-05-05 17:56:32.931248+00
content-images,porta-08-a-defesa.png,2026-05-06 19:15:25.232367+00
content-images,rotas/1778006102660-gkz7oj5.png,2026-05-05 18:35:07.09595+00
audios,clube-livro/podcasts/1778006173347-t8wrl7.ogg,2026-05-05 18:36:16.092469+00
content-images,porta-09-o-espelho.png,2026-05-06 19:15:26.71196+00
audios,clube-livro/podcasts/1778006232832-wkmruf.ogg,2026-05-05 18:37:15.355194+00
content-images,estacoes/1778007898321-xc7o8q.jpg,2026-05-05 19:05:01.615876+00
oracle-images,heroina-01-chamado.jpg,2026-05-06 19:13:48.590196+00
content-images,porta-10-a-escolha.png,2026-05-06 19:15:27.960658+00
oracle-images,heroina-02-descida.jpg,2026-05-06 19:13:49.663721+00
oracle-images,heroina-03-fragmentacao.jpg,2026-05-06 19:13:51.173651+00
content-images,porta-11-a-integracao.png,2026-05-06 19:15:33.462822+00
oracle-images,heroina-04-morte.jpg,2026-05-06 19:13:52.070727+00
oracle-images,heroina-05-travessia.jpg,2026-05-06 19:13:53.092341+00
content-images,porta-12-a-voz.png,2026-05-06 19:15:34.717391+00
oracle-images,heroina-06-reintegracao.jpg,2026-05-06 19:13:55.143645+00
oracle-images,heroina-07-retorno.jpg,2026-05-06 19:13:56.364786+00
content-images,porta-13-o-retorno.png,2026-05-06 19:15:35.89341+00
content-images,auth-banner.png,2026-05-06 19:13:57.673477+00
content-images,logo-casa-oracula.png,2026-05-06 19:13:58.907666+00
clube-assets,section-clube-leitura.jpg,2026-05-06 19:14:00.167831+00
oracle-images,arquetipo-01-selvagem.jpg,2026-05-06 19:14:09.492747+00
oracle-images,arquetipo-02-sabia.jpg,2026-05-06 19:14:10.779373+00
oracle-images,arquetipo-03-amante.jpg,2026-05-06 19:14:11.939827+00
content-images,porta-14-a-guardia.png,2026-05-06 19:15:37.916938+00
oracle-images,arquetipo-04-mae.jpg,2026-05-06 19:14:13.149115+00
oracle-images,arquetipo-05-guerreira.jpg,2026-05-06 19:14:14.396105+00
content-images,carta-verso.png,2026-05-06 19:15:39.406122+00
content-images,logo-horizontal-transparent.png,2026-05-06 19:15:40.588709+00
content-images,hero-portal.jpg,2026-05-06 19:15:41.850553+00
content-images,hero-planos.png,2026-05-06 19:15:42.919945+00
clube-assets,hero-clube.png,2026-05-06 19:15:44.030343+00
content-images,hero-curso.png,2026-05-06 19:15:45.38872+00
content-images,atmosfera-ritual-01-new.jpg,2026-05-06 19:15:52.503286+00
content-images,atmosfera-ritual-02-new.jpg,2026-05-06 19:15:53.736644+00
content-images,autoridade-metodo-new.jpg,2026-05-06 19:15:55.020289+00
content-images,claudia-presenca.png,2026-05-06 19:15:57.412616+00
content-images,isadora-pb.png,2026-05-06 19:15:58.765761+00
content-images,narroterapia-new.png,2026-05-06 19:16:00.300496+00
content-images,retrato-final.png,2026-05-06 19:16:01.557055+00
content-images,isadora-perfil.png,2026-05-06 19:16:02.608401+00
content-images,logo-casa-icon-new.png,2026-05-06 19:16:03.903112+00
